query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@deliveroo_FR,1451832697224155137,1634978863,2021-10-23T08:47:43,Deliveroo_FR,@goudjaissou Hello ! Pouvez-vous nous envoyer le mail de votre compte en DM svp ? Excellente journée à vous.,,0,0,0,fr,goudjaissou,823278483891687425,1451815142883315712,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.037204,https://twitter.com/Deliveroo_FR/statuses/1451832697224155137,,,,,,,,,,goudjaissou,823278483891687425,,,,
from:@deliveroo_FR,1451628564214919173,1634930194,2021-10-22T19:16:34,Deliveroo_FR,"@Ismahaneb2 Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci

E.M",,0,0,0,fr,Ismahaneb2,1451620882703687685,1451622618218520578,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.037576,https://twitter.com/Deliveroo_FR/statuses/1451628564214919173,,,,,,,,,,ismahaneb2,1451620882703687685,,,,
from:@deliveroo_FR,1451628402746736645,1634930155,2021-10-22T19:15:55,Deliveroo_FR,"@ManuDuchange Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci

E.M",,0,0,0,fr,ManuDuchange,878553038583189504,1451621599828922379,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.037886,https://twitter.com/Deliveroo_FR/statuses/1451628402746736645,,,,,,,,,,manuduchange,878553038583189504,,,,
from:@deliveroo_FR,1451617512135741453,1634927559,2021-10-22T18:32:39,Deliveroo_FR,"@Pinguinella_ Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci

E.M",,0,0,1,fr,Pinguinella_,54337227,1451613439944708104,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.038182,https://twitter.com/Deliveroo_FR/statuses/1451617512135741453,,,,,,,,,,pinguinella_,54337227,,,,
from:@deliveroo_FR,1451586983952801799,1634920280,2021-10-22T16:31:20,Deliveroo_FR,Dis-moi que tu aimes manger sans me dire que tu aimes manger :,,2,6,4,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,1451458731288444929,AckermannEmile,1142690226218946560,1634889702,2021-10-23T09:44:07.038849,https://twitter.com/Deliveroo_FR/statuses/1451586983952801799,,,,,,,,,,,,,,,
from:@deliveroo_FR,1451586087818862595,1634920067,2021-10-22T16:27:47,Deliveroo_FR,"@CmdrMyriel Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci

E.M",,0,0,0,fr,CmdrMyriel,869492295426592772,1451583779538182162,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.039104,https://twitter.com/Deliveroo_FR/statuses/1451586087818862595,,,,,,,,,,cmdrmyriel,869492295426592772,,,,
from:@deliveroo_FR,1451585939189506053,1634920031,2021-10-22T16:27:11,Deliveroo_FR,"@KGurzil Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci

E.M",,0,0,0,fr,KGurzil,3031753519,1451581461396660234,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.039353,https://twitter.com/Deliveroo_FR/statuses/1451585939189506053,,,,,,,,,,kgurzil,3031753519,,,,
from:@deliveroo_FR,1451581376835330069,1634918943,2021-10-22T16:09:03,Deliveroo_FR,"@AkanichiChan @columbus_cafe Les gagnants ont reçu leur code promo, si tu n’as rien eu, ce n’est pas un bug 🙂",,0,0,0,fr,AkanichiChan,1162865682,1451560405969551399,TweetDeck,https://about.twitter.com/products/tweetdeck,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.039606,https://twitter.com/Deliveroo_FR/statuses/1451581376835330069,,,,,,,,,,akanichichan|columbus_cafe,1162865682|4097936230,,,,
from:@deliveroo_FR,1451523627778719750,1634905175,2021-10-22T12:19:35,Deliveroo_FR,"@ney_off haha, seulement si @McDonaldsFrance est d’accord 🙂",,0,0,1,fr,ney_off,903694330111647749,1451523349843152902,TweetDeck,https://about.twitter.com/products/tweetdeck,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.039853,https://twitter.com/Deliveroo_FR/statuses/1451523627778719750,,,,,,,,,,mcdonaldsfrance|ney_off,1103980731662024705|903694330111647749,,,,
from:@deliveroo_FR,1451502719697555488,1634900190,2021-10-22T10:56:30,Deliveroo_FR,@unity_pg Bonjour. Nous sommes navrés pour cet incident! Pouvez-vous nous rejoindre en DM avec le mail de votre compte ? Merci. AB,,0,0,0,fr,unity_pg,372271427,1451481137675702274,Zendesk,http://www.zendesk.com,France,,,3127184873,🍔 Deliveroo France 🍣,1,"#ÇaGargouille ? Vos restos préférés livrés chez vous !
Un souci avec votre commande ? RDV sur l’app 📲
✉️ hello@deliveroo.fr",https://deliveroo.fr,https://pbs.twimg.com/profile_images/1344931946804240384/baOmUv0L_normal.jpg,21503,26759,2640,3152,131,2015-03-29T19:03:23,1427655803,scraping,1,,,,,,,,,2021-10-23T09:44:07.040102,https://twitter.com/Deliveroo_FR/statuses/1451502719697555488,,,,,,,,,,unity_pg,372271427,,,,
